State,pctBlack,pctAsian,pctHisp,pctUrban,pctWfarm,pctPubAsst,blackPerCap,NAperCap,asianPerCap,otherPerCap,pctEmployMfg,numForeignBorn,pctFgnImmig-3,houseVacant,pctVacantBoarded,pctHousWOphone,pctHousWOplumb,ownHousQrange,persEmergShelt,persHomeless,landArea,pctUsePubTrans,pctOfficDrugUnit,murdPerPop,rapesPerPop,assaultPerPop,larcPerPop,autoTheftPerPop,arsonsPerPop,pop,violentPerPop
LA,26.130000000000003,0.31,0.42,0.0,2.0700000000000003,17.75125,4260.0,5230.0,6183.0,995.0,14.22,41.0,0.0,695.0,3.74,13.3,0.99,36200,0.0,0.0,4.7,0.98,0.0,6.86,48.02,823.21,4726.62,294.99,0.0,13983,1029.02
CA,23.65,2.22,21.1625,100.0,0.26,16.62,10006.0,5553.0,7439.0,5815.0,35.24,8136.875,18.18,367.0,5.18,7.16,1.145,55500,57.0,0.0,5.0,6.21,0.0,21.525,50.66,1127.55875,1361.81,1294.1399999999999,90.58,61945,2956.98
CA,18.77,6.3425,8.36,100.0,0.8,7.82,11134.0,10495.0,12829.0,8833.0,6.93,8136.875,19.01,2282.0,4.86,1.51,0.46,122700,57.5,2.5,10.8,7.93125,0.0,7.97,34.88,770.44,7888.81,1157.16,63.79,102724,1625.6
MD,26.130000000000003,0.39,0.92,0.0,0.23,13.55,8096.0,9101.0,8983.0,5303.0,32.31,73.0,13.7,519.0,5.97,14.71,0.11,39800,0.0,0.0,6.8,0.52,0.0,8.51,51.04,1127.55875,5631.17,204.15,25.52,11514,1514.12
GA,26.130000000000003,0.89,1.91,100.0,0.65,13.64,8043.0,12703.0,12867.0,6639.0,9.41,8136.875,19.87,2746.625,7.5600000000000005,9.05,0.76,104300,57.5,2.5,52.75,7.93125,0.0,21.525,110.94625,1127.55875,7728.45,1294.1399999999999,61.33,394017,4026.59
AZ,1.59,1.71,11.59,98.03,1.77,2.89,11988.0,6428.0,14416.0,9608.0,19.66,1182.0,13.71,1274.0,0.86,1.74,0.11,58900,0.0,0.0,28.1,0.47,0.0,0.0,9.46,208.07,2209.36,382.1,17.02,29188,242.12
NJ,21.1,2.67,3.66,90.14,0.95,5.6,14588.0,15427.0,8158.0,9970.0,18.61,675.0,12.44,219.0,1.37,2.11,0.28,57700,53.0,0.0,14.0,3.49,0.0,0.0,23.53,337.33,3381.19,455.01,62.76,12454,439.32
MA,4.07,0.4,6.66,100.0,0.37,17.15,8907.0,7942.0,7949.0,7059.0,27.76,8136.875,7.41,2746.625,7.5600000000000005,3.91,0.52,50900,57.5,2.5,20.9,3.47,0.0,3.15,62.01,1023.77,2456.41,489.11971413446264,93.55,99922,1432.64
OH,5.74,1.04,0.94,0.0,1.72,5.08,10613.0,22515.0,27232.0,3403.0,26.85,223.0,2.69,171.0,1.75,0.91,0.49,39500,0.0,0.0,26.8,0.26,0.0,9.02,9.02,99.22,3075.67,72.16,0.0,10793,243.53
CA,7.3,3.89,21.1625,100.0,0.67,9.73,12283.0,12888.0,11774.0,7906.0,23.1,8136.875,18.05,2259.0,1.37,5.37,0.37,56300,57.5,2.5,38.1,0.91,0.0,14.02,48.71,624.34,3562.28,1294.1399999999999,47.23,133179,1160.86
AZ,2.56,2.38,17.28,98.85,0.67,3.8,12988.0,7697.0,16669.0,7828.0,22.97,6372.0,15.55,2746.625,1.35,4.66,0.31,35100,0.0,2.5,49.3,0.69,0.0,0.0,21.88,135.32,3290.66,550.2,37.27,90533,223.64
NJ,2.24,1.66,9.05,100.0,0.54,3.55,11148.0,5333.0,13234.0,10050.0,27.98,6505.0,16.23,512.0,0.78,1.98,0.59,52000,0.0,0.0,2.2,4.68,0.0,7.52,7.52,199.4,1772.01,538.0,26.34,26727,285.93
TX,4.44,0.53,8.94,0.0,2.0700000000000003,5.34,4456.0,5196.0,11871.0,6440.0,15.23,703.0,17.92,1516.0,3.17,8.88,1.0,35300,0.0,0.0,9.0,0.07,0.0,10.04,110.94625,230.9,2745.71,115.45,5.02,19959,476.86
MA,4.18,5.22,2.63,100.0,0.57,6.55,13687.0,10648.0,11503.0,9327.0,13.93,7316.0,19.41,1296.0,2.08,1.61,0.26,48800,57.5,2.5,5.3,7.93125,0.0,3.84,23.04,714.22,1578.19,754.54,0.0,53884,887.01
FL,8.97,1.03,2.92,100.0,0.5,4.52,6825.0,6710.0,9878.0,8816.0,10.93,8077.0,10.31,2746.625,1.11,5.04,0.16,55000,57.5,2.5,25.8,1.55,0.0,2.96,69.06,874.09,4505.63,365.03,38.48,98784,1155.27
GA,26.130000000000003,0.64,1.54,0.0,0.91,9.84,7206.0,0.0,14590.0,4278.0,23.83,336.0,33.63,690.0,0.58,12.99,0.24,53700,0.0,2.5,15.3,0.72,0.0,17.15,51.44,600.1,5932.45,491.51,34.29,16029,800.14
OK,3.33,1.12,1.76,0.0,1.45,4.29,6764.0,8014.0,12610.0,8368.0,15.54,741.0,20.24,1895.0,2.69,5.32,0.28,49600,0.0,0.0,21.9,0.05,0.0,2.95,38.41,407.73,3371.15,112.27,53.18,34256,499.32
NJ,10.18,1.11,1.94,95.86,0.38,4.49,13583.0,9535.0,14450.0,8017.0,17.68,573.0,6.46,318.0,4.09,0.96,0.23,34000,0.0,0.0,18.1,3.28,0.0,7.9,0.0,213.35,3994.31,588.68,23.71,24137,383.23
NJ,3.27,0.48,1.97,87.73,0.24,2.91,13873.0,27285.875,10858.0,16057.0,13.26,3677.0,2.2,2278.0,0.61,0.59,0.08,58700,0.0,0.0,52.75,1.29,0.0,5.4,13.5,67.48,645.09,29.69,43.19,35976,89.07
IN,0.58,0.8,3.91,100.0,0.71,2.42,20180.0,27285.875,30357.75,8319.0,23.64,471.0,0.0,49.0,2.04,2.61,0.0,41000,0.0,0.0,5.8,3.71,0.0,0.0,8.31,41.55,2127.13,216.04,8.31,10923,83.09
PA,0.53,0.75,0.3,100.0,0.65,1.86,24466.0,0.0,16756.0,0.0,13.04,247.0,0.0,151.0,1.32,0.13,0.25,65100,0.0,0.0,16.6,3.39,0.0,0.0,0.0,101.05,1023.18,69.48,0.0,15568,107.37
OR,1.51,2.39,6.11,100.0,1.11,7.67,4675.0,6808.0,12252.0,6064.0,11.81,6022.0,19.31,1665.0,1.92,4.69,0.41,34500,57.5,2.5,43.0,2.57,0.0,5.96,57.04,92.79,6063.03,593.36,51.08,107786,332.86
PA,0.21,0.67,1.01,0.0,0.25,8.6,14762.0,8251.0,30357.75,4495.0,26.25,619.0,10.34,769.0,2.21,2.91,0.31,37800,0.0,0.0,6.2,1.43,0.0,0.0,20.24,64.77,1384.39,97.15,8.1,24730,113.34
OH,24.51,1.21,0.72,100.0,0.38,14.23,8158.0,8928.0,9462.0,6408.0,20.74,6811.0,18.93,2746.625,5.21,4.98,0.3,27000,57.5,2.5,52.75,3.24,0.0,8.53,91.54,373.7936987759446,3892.51,916.7,85.25,223019,580.6435729499468
NJ,4.71,1.84,9.5,100.0,0.35,5.56,8081.0,22523.0,13309.0,10525.0,15.92,7391.0,10.89,1159.0,3.8,2.62,0.43,81100,0.0,2.5,5.8,7.93125,0.0,0.0,9.59,309.94,1848.45,397.81,7.99,61444,487.27
MA,8.06,3.7,9.15,100.0,0.28,13.4,9338.0,8366.0,6110.0,5265.0,22.05,8136.875,20.04,2746.625,4.72,5.22,0.71,48500,57.5,2.5,11.2,7.93125,0.0,10.14,24.08,1127.55875,2916.2,1294.1399999999999,0.0,81245,1764.17
MA,2.66,2.04,3.01,78.87,1.86,2.11,5928.0,8702.0,24000.0,2312.0,18.81,1126.0,9.06,224.0,1.79,0.11,0.14,122700,0.0,0.0,25.8,5.9,0.0,0.0,0.0,39.54,1220.13,16.95,0.0,17076,39.54
NJ,6.46,5.47,5.56,100.0,0.56,3.55,13936.0,16595.0,16484.0,11985.0,18.03,8136.875,10.53,1025.0,2.05,0.99,0.2,48000,43.0,0.0,23.9,6.92,0.0,3.09,15.47,278.38,2519.9,740.3,21.65,93086,408.3
CA,6.27,6.3425,21.1625,100.0,0.25,9.27,12758.0,13154.0,12707.0,9164.0,23.63,8136.875,21.8,1212.0,1.57,3.5,0.71,80500,0.0,0.0,6.3,2.49,0.0,5.97,41.79,1088.03,2170.08,1294.1399999999999,32.83,61815,1707.41
NJ,0.1,1.64,2.93,100.0,0.42,2.43,26301.125,27285.875,18765.0,15733.0,21.23,1164.0,1.98,115.0,0.87,0.11,0.28,80400,0.0,0.0,4.5,4.19,0.0,6.66,6.66,46.64,1552.4,206.54,0.0,14629,106.6
TX,0.17,0.48,21.1625,100.0,2.02,17.75125,1421.0,8367.0,30357.75,4825.0,11.11,4354.0,7.79,2260.0,7.5600000000000005,13.37,1.145,33100,0.0,0.0,8.7,0.4,0.0,7.79,7.79,417.02,5401.82,978.25,23.38,21877,487.18
NJ,11.4,3.4,4.99,100.0,0.58,2.93,13473.0,27285.875,17627.0,10156.0,14.72,1374.0,13.54,265.0,6.42,0.88,0.15,58600,13.0,0.0,5.8,7.93125,0.0,5.61,84.15,151.46,2199.04,263.66,0.0,17038,297.32
TX,24.67,0.23,11.9,0.0,2.0700000000000003,7.24,3071.0,8396.0,5922.0,2555.0,12.35,351.0,12.25,359.0,1.11,10.26,0.45,27700,0.0,0.0,8.5,0.0,0.0,0.0,24.59,98.35,991.72,90.16,24.59,11492,131.14
MA,1.08,6.3425,1.22,100.0,0.98,2.82,24231.0,27285.875,25772.0,1273.0,16.4,3699.0,9.0,326.0,0.0,0.1,0.06,122700,8.0,0.0,17.0,4.91,0.0,0.0,0.0,9.99,958.75,49.94,6.66,28974,13.32
WA,1.43,3.31,3.04,100.0,1.37,5.55,16333.0,11842.0,16672.0,8629.0,11.42,1261.0,12.93,710.0,1.97,2.3,0.12,45700,0.0,2.5,33.2,6.79,0.0,0.0,63.31,154.15,2177.38,121.12,19.27,32315,231.23
CA,0.91,3.32,10.8,100.0,0.37,7.17,26301.125,12017.0,18386.0,12802.0,11.22,2886.0,10.57,1183.0,1.52,2.64,0.31,89600,57.5,2.5,31.0,0.93,0.0,1.88,22.52,411.0,3592.01,829.5,50.67,44685,540.49
CA,0.69,3.16,21.1625,100.0,0.22,12.12,14888.0,10740.0,16781.0,8980.0,26.13,8136.875,12.09,314.0,1.27,3.75,0.17,55600,23.0,0.0,8.3,3.56,0.0,12.72,28.63,984.41,1329.52,793.58,15.9,59177,1348.6
CT,2.4,0.93,2.13,97.42,0.55,2.38,10025.0,8769.0,23228.0,13700.0,24.66,1546.0,2.39,363.0,0.28,1.03,0.27,49100,10.0,0.0,10.1,0.26,0.0,0.0,11.49,45.95,2015.85,310.13,0.0,17392,86.15
PA,3.21,1.01,0.89,86.13,0.27,2.91,11747.0,0.0,14160.0,14170.0,13.14,632.0,11.87,640.0,0.47,0.24,0.08,46100,0.0,0.0,24.6,2.81,0.0,0.0,15.02,35.06,1312.17,315.52,0.0,19631,70.12
WA,2.95,6.05,3.46,100.0,0.4,5.84,12932.0,11560.0,7844.0,12308.0,7.34,1223.0,15.62,359.0,1.39,1.88,0.24,28100,0.0,0.0,10.5,2.35,0.0,4.6,23.0,188.62,5644.75,266.83,9.2,19279,280.63
MS,26.130000000000003,0.32,0.78,0.0,0.65,16.98,5934.0,7384.0,5656.0,9455.0,24.87,132.0,0.0,763.0,3.15,11.82,1.145,28700,12.0,0.0,11.9,0.33,0.0,3.69,55.29,272.75,3693.19,169.55,22.11,23799,449.67
TX,4.4,1.61,6.85,100.0,0.64,4.14,5565.0,6088.0,7234.0,9921.0,25.35,460.0,10.43,556.0,2.34,9.02,0.71,21800,0.0,0.0,5.1,0.42,0.0,0.0,53.53,249.82,3491.55,386.63,0.0,15472,386.63
MA,3.7,2.93,8.14,100.0,0.74,5.58,15988.0,13493.0,23186.0,8226.0,18.29,7604.0,20.67,1289.0,1.47,2.03,0.49,74600,57.5,0.0,26.0,2.81,0.0,0.0,43.04,881.55,2045.09,347.28,5.94,64989,978.02
NH,0.43,0.81,0.49,0.0,0.04,2.77,8446.0,14415.0,7813.0,700.0,15.8,313.0,7.67,371.0,0.54,2.32,0.11,74900,0.0,0.0,20.3,0.42,0.0,0.0,15.86,39.64,1379.64,118.93,63.43,12481,63.43
CA,1.01,5.02,9.08,100.0,1.04,2.22,18792.0,21006.0,17401.0,11904.0,30.11,1993.0,17.01,417.0,0.72,1.79,0.19,122700,0.0,0.0,5.7,0.72,0.0,6.38,44.69,172.38,4130.75,1110.9,38.31,15223,434.14
TX,22.47,0.87,5.06,0.0,2.0700000000000003,7.83,5874.0,9336.0,17752.0,5935.0,13.79,1189.0,18.59,947.0,3.48,10.3,0.59,47900,29.0,0.0,25.8,0.21,0.0,6.18,40.18,519.27,3081.63,194.73,77.27,30872,689.27
TX,9.53,2.81,8.96,100.0,1.16,3.38,6427.0,12333.0,7696.0,6270.0,12.37,4722.0,24.97,2746.625,2.28,6.85,0.47,43800,0.0,0.0,52.75,0.14,0.0,7.09,58.15,485.02,3563.88,285.05,79.42,66270,694.91
OK,2.58,0.63,1.66,0.0,1.19,5.75,7151.0,9398.0,4263.0,1187.0,19.75,160.0,34.455000000000005,427.0,2.11,8.02,1.0,31400,6.0,0.0,9.0,0.07,0.0,0.0,31.92,165.99,2362.1,197.91,6.38,13280,210.67
TX,5.97,0.68,21.1625,100.0,0.88,6.78,5982.0,11782.0,30357.75,5478.0,11.56,6783.0,8.64,2746.625,6.01,11.25,0.79,35700,57.5,0.0,36.6,0.02,0.0,9.32,40.39,597.64,5887.29,439.16,61.11,89699,798.57
TX,16.72,0.39,21.1625,0.0,2.0700000000000003,9.54,5634.0,0.0,30357.75,6515.0,24.4,332.0,6.33,590.0,3.9,12.18,0.63,37300,0.0,0.0,11.1,0.65,0.0,21.525,40.49,631.68,2834.47,267.25,0.0,11472,736.96
CA,1.4,6.3425,21.1625,100.0,0.58,5.55,14741.0,14144.0,18035.0,9473.0,17.85,8136.875,25.32,1227.0,1.3,1.77,0.36,118500,57.5,2.5,24.2,2.59,0.0,2.56,25.56,246.23,2584.09,836.66,35.78,110658,473.71
OH,5.17,0.34,0.41,0.0,0.24,17.75125,8680.0,4711.0,30357.75,1440.0,12.44,172.0,2.91,1091.0,3.94,13.53,0.52,26400,0.0,0.0,11.2,0.0,0.0,4.16,110.94625,395.65,5160.13,358.17,83.3,22676,662.2
OR,0.33,1.2,2.16,100.0,0.6,4.6,0.0,16715.0,5788.0,8920.0,20.03,359.0,12.81,196.0,2.04,2.66,0.18,24600,0.0,0.0,4.9,2.52,0.0,12.21,18.31,335.67,4314.92,543.18,42.72,14698,463.84
MO,0.74,0.36,0.71,0.0,1.11,3.54,5847.0,18000.0,7070.0,0.0,31.38,101.0,34.455000000000005,239.0,1.67,1.68,0.39,32200,0.0,0.0,7.0,0.29,0.0,0.0,17.5,481.15,3201.82,157.47,17.5,10704,507.39
CA,1.98,6.3425,10.65,100.0,0.44,6.01,18108.0,17035.0,16119.0,13066.0,28.84,4494.0,14.75,554.0,4.51,0.61,0.21,110200,0.0,0.0,5.8,2.38,0.0,0.0,45.33,229.33,3645.24,514.65,24.0,36048,391.99
MO,5.44,0.44,0.91,0.0,1.01,7.68,6807.0,5786.0,5822.0,20230.25,24.05,199.0,31.16,898.0,2.0,8.63,0.55,29800,0.0,0.0,11.6,0.27,0.0,9.79,39.16,499.24,4502.96,176.2,0.0,19800,582.45
OR,0.34,2.06,2.53,0.0,0.78,7.12,8926.0,6157.0,12188.0,3753.0,20.05,479.0,4.18,415.0,4.58,8.56,1.08,32400,15.0,0.0,6.0,0.81,0.0,0.0,77.15,192.88,3404.38,308.61,28.93,10069,298.97
NJ,20.13,0.68,1.69,100.0,0.41,13.13,7971.0,12311.0,9845.0,10195.0,14.93,344.0,0.0,180.0,7.5600000000000005,2.84,0.14,43900,0.0,0.0,2.2,4.06,0.0,0.0,18.82,254.09,3943.16,329.38,0.0,10904,517.6
CA,2.93,6.3425,7.81,100.0,0.73,3.81,12314.0,15393.0,13662.0,12785.0,6.8,4700.0,26.3,804.0,0.62,0.95,0.07,122700,0.0,2.5,8.7,2.65,0.0,0.0,40.05,630.8,4605.83,380.48,46.73,31954,874.44
SC,26.130000000000003,0.82,0.49,0.0,1.54,13.9,4888.0,6412.0,13382.0,20230.25,18.89,205.0,34.455000000000005,415.0,2.89,12.64,1.145,38200,0.0,0.0,7.7,0.0,0.0,7.25,50.74,1127.55875,7335.99,521.93,36.25,13739,1790.5
OH,1.01,0.69,0.55,100.0,0.36,9.69,4407.0,6608.0,6722.0,8067.0,24.02,273.0,25.27,571.0,0.35,6.17,0.39,22200,57.5,0.0,3.2,4.33,0.0,0.0,71.19,146.84,4516.33,244.73,26.7,23674,489.45
MA,4.07,2.01,1.72,100.0,0.53,5.73,15590.0,15251.0,12047.0,12799.0,14.21,6773.0,14.0,821.0,0.97,0.86,0.27,62300,21.0,0.0,8.4,7.93125,0.0,0.0,14.29,700.33,1866.94,641.37,7.15,57407,778.93
OH,3.53,0.7,0.73,100.0,0.91,1.49,11719.0,27285.875,9144.0,20230.25,8.54,585.0,15.04,207.0,1.45,0.15,0.0,108600,0.0,0.0,2.5,2.83,0.0,0.0,7.44,29.76,3168.94,230.6,29.76,13088,282.67
CA,4.63,1.62,21.1625,0.0,1.68,17.75125,7055.0,7625.0,10428.0,5346.0,16.24,6391.0,14.0,371.0,7.28,6.31,1.145,39700,35.0,2.5,10.7,0.0,0.0,8.85,67.88,749.64,3842.63,1294.1399999999999,38.37,29281,1230.71
MA,1.34,1.04,1.22,16.62,0.91,5.66,19959.0,15120.0,22451.0,8558.0,24.11,535.0,8.41,211.0,0.95,0.71,0.58,50400,0.0,0.0,29.7,2.89,0.0,0.0,0.0,186.22,1296.89,119.71,0.0,14265,186.22
ME,0.24,0.64,0.33,31.71,0.95,3.29,1992.0,0.0,16104.0,0.0,12.04,228.0,0.0,649.0,2.16,0.44,1.0,78800,0.0,0.0,49.4,0.31,0.0,0.0,23.75,71.26,2541.77,150.45,0.0,12518,110.86
CA,5.87,5.44,20.02,100.0,0.71,4.64,15108.0,18771.0,15616.0,12209.0,18.18,8136.875,12.06,2732.0,0.88,1.28,0.16,99900,0.0,2.5,39.2,0.51,0.0,3.47,26.87,123.94,2364.44,873.67,20.8,101409,340.63
TN,9.01,0.31,0.43,0.0,0.79,10.75,6778.0,6379.0,18515.0,0.0,38.902499999999996,129.0,5.43,533.0,0.56,12.51,0.36,30800,24.0,0.0,16.4,0.0,0.0,8.94,58.13,237.0,4507.45,621.56,80.49,21385,384.56
PA,0.47,0.34,0.5,0.0,0.33,11.84,6132.0,2919.0,30357.75,0.0,22.21,118.0,6.78,574.0,1.57,5.78,0.37,24000,0.0,0.0,4.7,0.54,0.0,0.0,42.27,50.72,3094.09,185.98,67.63,11949,109.9
OH,1.32,0.75,0.52,100.0,0.58,3.92,10055.0,21518.0,6935.0,0.0,24.08,474.0,0.0,131.0,0.76,0.89,0.19,39300,0.0,0.0,14.0,0.78,0.0,0.0,26.0,117.01,2593.77,370.54,96.35750000000002,14870,208.02
TN,26.130000000000003,0.16,0.7,0.0,2.06,16.32,5736.0,8810.0,0.0,5278.0,35.34,69.0,0.0,150.0,0.0,8.92,1.145,26400,0.0,0.0,7.4,0.26,0.0,0.0,105.34,1127.55875,3236.93,488.41,9.58,10019,1522.7
FL,24.35,1.92,2.58,98.8,0.47,6.33,8114.0,11393.0,14150.0,8939.0,9.15,8136.875,11.41,2746.625,6.87,6.15,0.4,44200,57.5,2.5,52.75,2.65,0.0,18.41,102.92,1029.08,4702.36,1294.1399999999999,56.98,672971,1681.08
PA,1.01,1.52,0.87,86.8,0.45,1.77,17815.0,0.0,12976.0,9096.0,22.52,576.0,9.38,256.0,0.0,0.26,0.16,53700,0.0,0.0,18.9,0.83,0.0,0.0,26.01,26.01,842.78,52.02,5.2,18899,62.43
IN,0.1,0.51,1.16,0.0,1.59,4.9,6388.0,19646.0,5723.0,20230.25,20.2,166.0,9.64,176.0,1.14,4.57,0.63,36800,0.0,0.0,6.4,0.0,0.0,0.0,0.0,7.61,1742.77,144.6,15.22,11657,30.44
TX,0.57,0.67,2.86,100.0,2.0700000000000003,1.51,24163.0,13926.0,14223.0,18655.0,16.0,307.0,0.0,305.0,1.64,1.18,0.04,79500,0.0,0.0,19.0,0.09,0.0,5.22,36.51,260.77,1022.22,93.88,5.22,13683,323.35
WA,5.64,2.47,21.1625,98.02,1.34,12.86,5864.0,7912.0,9303.0,4145.0,17.5,4438.0,24.99,856.0,5.84,12.69,0.87,22700,57.5,2.5,23.6,1.54,0.0,16.94,101.66,584.55,3943.58,626.91,25.42,20337,881.06
CA,7.7,6.3425,21.1625,100.0,0.48,8.44,15373.0,12993.0,13809.0,10848.0,10.01,8136.875,15.23,1152.0,1.3,0.85,0.48,99500,57.5,2.5,7.8,7.93125,0.0,7.41,14.81,383.03,2044.25,682.47,6.35,92311,579.84
MA,3.43,2.57,9.61,100.0,0.58,12.41,7389.0,10473.0,6063.0,5970.0,26.86,3145.0,9.63,1302.0,6.99,4.78,0.7,46200,19.0,2.5,28.8,1.65,0.0,2.71,102.91,1127.55875,2843.52,560.58,32.5,41194,1700.7
CA,1.39,3.34,21.1625,0.0,2.0700000000000003,17.75125,3050.0,9943.0,11638.0,5749.0,18.9,2909.0,21.31,140.0,2.86,4.72,0.4,32600,0.0,0.0,3.9,0.0,0.0,6.06,24.24,1127.34,2945.63,1294.1399999999999,72.73,14757,1339.48
MA,0.78,2.0,1.35,75.15,0.72,3.07,23097.0,7329.0,30357.75,7833.0,21.73,1410.0,6.6,380.0,0.53,0.29,0.07,122700,0.0,0.0,27.6,2.06,0.0,0.0,29.0,107.71,1499.71,310.71,0.0,22792,165.71
CA,3.0,6.3425,18.37,100.0,0.74,4.92,15505.0,13318.0,17107.0,11693.0,16.49,3660.0,6.94,373.0,2.95,0.79,0.2,122700,0.0,0.0,8.1,1.75,0.0,6.01,6.01,147.27,2118.84,546.99,39.07,30897,261.47
MS,24.37,0.27,0.51,0.0,1.02,6.7,6539.0,9329.0,19453.0,15638.0,25.83,158.0,3.8,630.0,1.59,6.92,0.28,41900,25.0,1.0,52.75,0.1,0.0,9.0,18.0,99.0,5319.05,744.01,9.0,30685,300.0
OK,3.34,0.35,4.17,0.0,2.0700000000000003,12.26,4849.0,1673.0,30357.75,5064.0,6.3,102.0,0.0,885.0,6.78,12.49,0.84,41900,6.0,0.0,11.7,0.0,0.0,0.0,56.32,131.42,3276.07,291.0,9.39,10428,234.68
NJ,5.82,4.03,14.51,100.0,0.33,5.42,8252.0,500.0,13567.0,8163.0,23.16,2495.0,16.83,210.0,6.19,2.61,0.4,42600,0.0,0.0,4.5,3.92,0.0,0.0,72.81,254.82,1456.13,353.63,0.0,19025,462.84
TX,5.39,0.16,21.1625,0.0,2.0700000000000003,11.19,2658.0,25000.0,0.0,3903.0,4.94,339.0,2.65,511.0,3.33,16.286250000000003,1.145,36500,0.0,0.0,4.8,0.0,0.0,0.0,18.58,669.02,3372.749370037057,37.17,0.0,10809,706.19
TX,12.88,0.52,16.91,0.0,2.0700000000000003,7.75,4753.0,9255.0,13038.0,7948.0,21.59,958.0,21.29,943.0,4.24,13.77,1.145,65400,21.0,0.0,46.0,0.15,0.0,3.7,92.51,1017.65,3308.29,247.94,22.2,21283,1202.68
PA,3.88,0.28,2.26,100.0,0.0,8.83,10197.0,6174.0,8013.0,6880.0,38.902499999999996,64.0,34.455000000000005,232.0,7.5600000000000005,5.07,1.145,28600,57.5,0.0,2.5,1.71,0.0,0.0,69.24,346.2,2985.98,285.62,43.28,10701,519.3
OH,0.46,0.34,0.48,0.0,1.16,7.33,8963.0,14789.0,20762.0,6550.0,32.78,275.0,7.64,360.0,3.89,5.6,0.56,30700,0.0,0.0,16.4,0.07,0.0,0.0,16.06,176.63,2077.78,195.9,32.11,17215,253.7
PA,0.44,1.47,0.67,98.05,0.88,1.91,17747.0,27285.875,19723.0,17253.0,15.98,1881.0,5.21,381.0,0.52,0.05,0.1,77800,0.0,0.0,26.8,3.63,0.0,0.0,5.55,33.32,458.18,63.87,5.55,35406,41.65
CA,1.18,3.17,13.78,100.0,0.92,4.03,21090.0,18008.0,22607.0,8225.0,13.97,8003.0,19.91,2240.0,0.54,0.8,0.23,122700,5.0,2.5,39.0,2.72,0.0,7.6,33.44,354.16,2667.58,943.91,12.16,63126,541.12
CA,0.38,2.09,15.24,100.0,0.59,7.33,20598.0,16548.0,13310.0,7974.0,13.53,6736.0,19.34,1008.0,1.39,1.62,0.13,89300,57.0,1.0,18.1,1.59,0.0,4.7,31.37,508.13,3556.92,330.91,96.35750000000002,61842,611.64
GA,10.65,1.02,6.53,0.0,0.4,6.75,9510.0,6500.0,30357.75,6602.0,38.902499999999996,1166.0,30.02,822.0,1.34,14.37,0.49,73300,49.0,1.0,18.6,0.16,0.0,0.0,43.78,494.72,4837.79,551.64,35.02,21761,595.42
WI,15.67,1.16,1.94,100.0,0.59,15.04,7001.0,8568.0,8391.0,4897.0,38.49,836.0,14.0,726.0,3.86,8.13,0.46,19300,12.0,0.0,16.8,1.05,0.0,0.0,29.78,124.53,4569.7,357.35,43.31,35573,343.81
KY,11.65,0.57,0.56,0.0,1.71,5.49,7258.0,9336.0,16126.0,4652.0,12.61,264.0,15.53,843.0,2.49,9.31,0.24,33200,0.0,0.0,15.1,0.6,0.0,10.93,61.94,502.82,3512.48,189.47,10.93,25968,648.57
CT,5.28,1.07,3.11,100.0,0.52,8.88,9884.0,11553.0,23094.0,7572.0,20.62,1654.0,4.35,1454.0,1.31,3.67,0.33,52600,13.0,2.5,29.4,0.86,0.0,8.45,104.21,270.39,2608.16,236.59,36.62,37391,543.6
CA,5.66,6.3425,17.02,100.0,0.61,3.36,22110.0,26663.0,18895.0,18226.0,18.79,8136.875,14.65,763.0,0.39,0.3,0.22,122700,0.0,0.0,15.6,0.89,0.0,3.38,8.46,345.04,1187.36,546.32,23.68,53672,470.21
WY,0.17,0.42,5.07,0.0,1.02,5.9,0.0,8232.0,5360.0,6257.0,4.73,222.0,34.455000000000005,833.0,1.68,4.16,0.0,31300,15.0,1.0,10.0,1.96,0.0,8.27,49.62,198.48,4101.89,215.02,0.0,10903,272.91
NJ,26.130000000000003,6.3425,21.1625,100.0,0.39,12.15,9935.0,15132.0,12720.0,8413.0,15.63,8136.875,18.35,2746.625,7.5600000000000005,9.27,1.145,72600,57.5,2.5,15.4,7.93125,0.0,8.8,44.02,864.46,2786.59,1294.1399999999999,25.97,228537,2017.65
TN,3.14,1.06,0.53,100.0,1.1,8.89,7089.0,27285.875,3396.0,6772.0,14.74,240.0,27.92,562.0,0.89,6.72,0.81,44600,0.0,0.0,14.0,0.18,0.0,0.0,83.26,486.42,1779.14,219.11,17.53,19208,604.73
FL,13.43,0.92,2.5,100.0,1.4,4.04,7168.0,20000.0,9480.0,4089.0,6.4,930.0,14.73,831.0,1.93,2.37,0.16,122700,9.0,2.5,7.2,1.58,0.0,0.0,42.04,517.11,5234.17,559.15,29.43,22242,870.26
TX,13.4,0.91,17.42,0.0,1.01,7.49,6277.0,6899.0,14403.0,4686.0,10.8,2809.0,22.86,1484.0,4.58,11.3,0.98,41400,11.0,0.0,21.7,0.61,0.0,9.53,95.33,1019.99,5716.37,845.22,15.89,27610,1404.47
WI,0.21,3.88,2.52,100.0,0.57,7.47,4469.0,4088.0,3053.0,7979.0,37.26,2463.0,29.11,885.0,1.02,2.92,0.64,24600,16.0,0.0,13.7,2.26,0.0,1.97,21.66,78.78,4663.8,179.23,43.33,49676,145.74
